iteration = 1 , objective = -1.0, inputs = [0.9893617021276596, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [0.9893617021276596, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [0.9893617021276596, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 10 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 10 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.0000000205, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -1.30759954108, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.0000000205, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -1.30759954108, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.0000000205, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -1.30759954108, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 10 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -0.615005381598, inputs = [1.0, 1.0, 1.0, 1.0], constraints = [1.0]
iteration = 2051 , objective = -1.53218235226, inputs = [1.116954890569747, 1.2336397163356092, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2052 , objective = -3.47354242618, inputs = [1.116954890569747, 1.2336397163356092, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2053 , objective = -0.204429632046, inputs = [1.117454890569747, 1.2336397163356092, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2054 , objective = -0.126658279725, inputs = [1.116954890569747, 1.2341397163356091, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2055 , objective = -0.188838854911, inputs = [1.116954890569747, 1.2336397163356092, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2056 , objective = -1.53218235226, inputs = [1.116954890569747, 1.2336397163356092, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2057 , objective = -0.239089154117, inputs = [1.1169548905723277, 1.2336397163318893, 1.0304860359851435, 0.6167339868570425], constraints = [-1.0]
iteration = 2058 , objective = -0.126388007011, inputs = [1.116954890570005, 1.2336397163352373, 1.0304860359870456, 0.6167339868566238], constraints = [-1.0]
iteration = 2059 , objective = -0.184601551495, inputs = [1.1169548905697728, 1.233639716335572, 1.0304860359872359, 0.6167339868565821], constraints = [-1.0]
iteration = 2060 , objective = -0.174122558012, inputs = [1.1169548905697497, 1.2336397163356054, 1.0304860359872547, 0.6167339868565778], constraints = [-1.0]
iteration = 2061 , objective = -0.261124558392, inputs = [1.1169548905697473, 1.2336397163356088, 1.0304860359872567, 0.6167339868565773], constraints = [-1.0]
iteration = 2062 , objective = -3.47354242618, inputs = [1.116954890569747, 1.2336397163356092, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2063 , objective = -0.204429632046, inputs = [1.117454890569747, 1.2336397163356092, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2064 , objective = -0.126658279725, inputs = [1.116954890569747, 1.2341397163356091, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2065 , objective = -0.188838854911, inputs = [1.116954890569747, 1.2336397163356092, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2066 , objective = -1.53218235226, inputs = [1.116954890569747, 1.2336397163356092, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2067 , objective = -3.47354242618, inputs = [1.116954890569747, 1.2336397163356092, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2068 , objective = -0.204429632046, inputs = [1.117454890569747, 1.2336397163356092, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2069 , objective = -0.126658279725, inputs = [1.116954890569747, 1.2341397163356091, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2070 , objective = -0.188838854911, inputs = [1.116954890569747, 1.2336397163356092, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2071 , objective = -1.53218235226, inputs = [1.116954890569747, 1.2336397163356092, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2072 , objective = -3.47354242618, inputs = [1.116954890569747, 1.2336397163356092, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2073 , objective = -0.204429632046, inputs = [1.117454890569747, 1.2336397163356092, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2074 , objective = -0.126658279725, inputs = [1.116954890569747, 1.2341397163356091, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2075 , objective = -0.188838854911, inputs = [1.116954890569747, 1.2336397163356092, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2076 , objective = -1.53218235226, inputs = [1.116954890569747, 1.2336397163356092, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2077 , objective = -0.316208598028, inputs = [1.1169548905826505, 1.23363971631701, 1.0304860359766896, 0.6167339868589032], constraints = [-1.0]
iteration = 2078 , objective = -0.178853424214, inputs = [1.1169548905710374, 1.2336397163337494, 1.0304860359862003, 0.6167339868568099], constraints = [-1.0]
iteration = 2079 , objective = -0.314849758242, inputs = [1.116954890569876, 1.2336397163354231, 1.0304860359871513, 0.6167339868566005], constraints = [-1.0]
iteration = 2080 , objective = -0.169527713228, inputs = [1.11695489056976, 1.2336397163355906, 1.0304860359872463, 0.6167339868565797], constraints = [-1.0]
iteration = 2081 , objective = -0.265426888917, inputs = [1.1169548905697484, 1.2336397163356074, 1.0304860359872559, 0.6167339868565777], constraints = [-1.0]
iteration = 2082 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2083 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2084 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2085 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2086 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2087 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2088 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2089 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2090 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2091 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2092 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2093 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2094 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2095 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2096 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2097 , objective = -0.290985144759, inputs = [1.1169548905697557, 1.2336397163355968, 1.0304860359872519, 0.6167339868565769], constraints = [-1.0]
iteration = 2098 , objective = -0.205116716956, inputs = [1.1169548905697482, 1.2336397163356079, 1.0304860359872565, 0.6167339868565773], constraints = [-1.0]
iteration = 2099 , objective = -0.261124558392, inputs = [1.1169548905697473, 1.2336397163356088, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2100 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2101 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2102 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2103 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2104 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2105 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2106 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2107 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2108 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2109 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2110 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2111 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2112 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2113 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2114 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2115 , objective = -0.184214018698, inputs = [1.1169548905697897, 1.2336397163355481, 1.030486035987231, 0.6167339868565752], constraints = [-1.0]
iteration = 2116 , objective = -0.126394923024, inputs = [1.1169548905697515, 1.233639716335603, 1.0304860359872543, 0.6167339868565771], constraints = [-1.0]
iteration = 2117 , objective = -0.126397253423, inputs = [1.1169548905697477, 1.2336397163356083, 1.0304860359872567, 0.6167339868565773], constraints = [-1.0]
iteration = 2118 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2119 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2120 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2121 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2122 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2123 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2124 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2125 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2126 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2127 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2128 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2129 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2130 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2131 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2132 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2133 , objective = -0.19513848961, inputs = [1.1169548905699591, 1.2336397163353048, 1.0304860359871273, 0.6167339868565667], constraints = [-1.0]
iteration = 2134 , objective = -0.196259990637, inputs = [1.1169548905697684, 1.2336397163355786, 1.030486035987244, 0.6167339868565762], constraints = [-1.0]
iteration = 2135 , objective = -1.46874699669, inputs = [1.1169548905697495, 1.2336397163356059, 1.0304860359872556, 0.6167339868565772], constraints = [-1.0]
iteration = 2136 , objective = -0.271693711547, inputs = [1.1169548905697475, 1.2336397163356088, 1.0304860359872567, 0.6167339868565773], constraints = [-1.0]
iteration = 2137 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2138 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2139 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2140 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2141 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2142 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2143 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2144 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2145 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2146 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2147 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2148 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2149 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2150 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2151 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2152 , objective = -0.193554084068, inputs = [1.1169548905708064, 1.233639716334088, 1.0304860359866086, 0.616733986856524], constraints = [-1.0]
iteration = 2153 , objective = -0.194956706898, inputs = [1.1169548905698532, 1.2336397163354569, 1.0304860359871921, 0.6167339868565721], constraints = [-1.0]
iteration = 2154 , objective = -0.200007569235, inputs = [1.116954890569758, 1.2336397163355937, 1.0304860359872505, 0.6167339868565768], constraints = [-1.0]
iteration = 2155 , objective = -0.141822623572, inputs = [1.1169548905697484, 1.2336397163356074, 1.0304860359872563, 0.6167339868565773], constraints = [-1.0]
iteration = 2156 , objective = -0.261124558392, inputs = [1.1169548905697473, 1.2336397163356088, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2157 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2158 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2159 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2160 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2161 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2162 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2163 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2164 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2165 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2166 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2167 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2168 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2169 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2170 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2171 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2172 , objective = -0.237854114934, inputs = [1.116954890575043, 1.2336397163280037, 1.0304860359840156, 0.6167339868563106], constraints = [-1.0]
iteration = 2173 , objective = -0.266650727093, inputs = [1.1169548905702769, 1.2336397163348485, 1.0304860359869328, 0.6167339868565507], constraints = [-1.0]
iteration = 2174 , objective = -0.378424324397, inputs = [1.1169548905698004, 1.2336397163355328, 1.0304860359872245, 0.6167339868565747], constraints = [-1.0]
iteration = 2175 , objective = -0.20864246203, inputs = [1.1169548905697526, 1.2336397163356014, 1.0304860359872536, 0.6167339868565771], constraints = [-1.0]
iteration = 2176 , objective = -0.126397253423, inputs = [1.1169548905697477, 1.2336397163356083, 1.0304860359872567, 0.6167339868565773], constraints = [-1.0]
iteration = 2177 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2178 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2179 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2180 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2181 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2182 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2183 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2184 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2185 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2186 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2187 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2188 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2189 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2190 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2191 , objective = -0.277369104373, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6172339868565773], constraints = [-1.0]
iteration = 2192 , objective = -0.204666051818, inputs = [1.1169548905962263, 1.2336397162975832, 1.0304860359710497, 0.6167339868552439], constraints = [-1.0]
iteration = 2193 , objective = -0.156594084926, inputs = [1.1169548905723952, 1.2336397163318065, 1.0304860359856363, 0.616733986856444], constraints = [-1.0]
iteration = 2194 , objective = -0.425426936915, inputs = [1.1169548905700122, 1.2336397163352286, 1.0304860359870949, 0.616733986856564], constraints = [-1.0]
iteration = 2195 , objective = -0.276766870606, inputs = [1.1169548905697737, 1.233639716335571, 1.0304860359872408, 0.616733986856576], constraints = [-1.0]
iteration = 2196 , objective = -2.12413920738, inputs = [1.11695489056975, 1.2336397163356052, 1.0304860359872554, 0.6167339868565772], constraints = [-1.0]
iteration = 2197 , objective = -0.246742669033, inputs = [1.1169548905697475, 1.2336397163356085, 1.0304860359872567, 0.6167339868565773], constraints = [-1.0]
iteration = 2198 , objective = -3.47354945074, inputs = [1.1169548905697473, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2199 , objective = -0.316170092857, inputs = [1.1174548905697472, 1.233639716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2200 , objective = -0.209045515951, inputs = [1.1169548905697473, 1.234139716335609, 1.030486035987257, 0.6167339868565773], constraints = [-1.0]
iteration = 2201 , objective = -0.368791464506, inputs = [1.1169548905697473, 1.233639716335609, 1.030986035987257, 0.6167339868565773], constraints = [-1.0]
